[ 2025-12-19 00:24:26 | node_4 | INFO ] 🧩 Model added (2/5) from ['node_2']
[ 2025-12-19 00:24:57 | node_2 | INFO ] 🧩 Model added (2/5) from ['node_3']
[ 2025-12-19 00:24:58 | node_4 | INFO ] 🧩 Model added (4/5) from ['node_3']
[ 2025-12-19 00:24:58 | node_1 | INFO ] 🧩 Model added (3/5) from ['node_3']
[ 2025-12-19 00:24:58 | node_5 | INFO ] 🧩 Model added (4/5) from ['node_3']
[ 2025-12-19 00:24:58 | node_9 | INFO ] 📤 Sending model to 4 direct neighbors: ['node_8', 'node_10', 'node_7', 'node_11']
[ 2025-12-19 00:24:58 | node_8 | INFO ] 🧩 Model added (4/5) from ['node_9']
[ 2025-12-19 00:24:58 | node_10 | INFO ] 🧩 Model added (4/5) from ['node_9']
[ 2025-12-19 00:24:58 | node_7 | INFO ] 🧩 Model added (3/5) from ['node_9']
[ 2025-12-19 00:24:58 | node_11 | INFO ] 🧩 Model added (3/5) from ['node_9']
[ 2025-12-19 00:24:58 | node_1 | INFO ] 📤 Sending model to 4 direct neighbors: ['node', 'node_2', 'node_3', 'node_14']
[ 2025-12-19 00:24:58 | node | INFO ] 🧩 Model added (3/5) from ['node_1']
[ 2025-12-19 00:24:58 | node_2 | INFO ] 🧩 Model added (3/5) from ['node_1']
[ 2025-12-19 00:24:58 | node_3 | INFO ] 🧩 Model added (3/5) from ['node_1']
[ 2025-12-19 00:24:58 | node_14 | INFO ] 🧩 Model added (3/5) from ['node_1']
[ 2025-12-19 00:24:58 | node_8 | INFO ] 📤 Sending model to 4 direct neighbors: ['node_7', 'node_9', 'node_6', 'node_10']
[ 2025-12-19 00:24:58 | node_7 | INFO ] 🧩 Model added (4/5) from ['node_8']
[ 2025-12-19 00:24:58 | node_9 | INFO ] 🧩 Model added (4/5) from ['node_8']
[ 2025-12-19 00:24:58 | node_5 | INFO ] 📤 Sending model to 4 direct neighbors: ['node_4', 'node_6', 'node_3', 'node_7']
[ 2025-12-19 00:24:58 | node_6 | INFO ] 🧩 Model added (3/5) from ['node_8']
[ 2025-12-19 00:24:58 | node_4 | INFO ] 🧩 Model added (5/5) from ['node_5']
[ 2025-12-19 00:24:58 | node_10 | INFO ] 🧩 Model added (5/5) from ['node_8']
[ 2025-12-19 00:24:58 | node_6 | INFO ] 🧩 Model added (4/5) from ['node_5']
[ 2025-12-19 00:24:59 | node_3 | INFO ] 🧩 Model added (4/5) from ['node_5']
[ 2025-12-19 00:24:59 | node_7 | INFO ] 🧩 Model added (5/5) from ['node_5']
[ 2025-12-19 00:24:59 | node_7 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:24:59 | node_7 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:24:59 | node_13 | INFO ] 📤 Sending model to 4 direct neighbors: ['node_12', 'node_14', 'node_11', 'node']
[ 2025-12-19 00:24:59 | node_12 | INFO ] 🧩 Model added (3/5) from ['node_13']
[ 2025-12-19 00:24:59 | node_14 | INFO ] 🧩 Model added (4/5) from ['node_13']
[ 2025-12-19 00:24:59 | node_11 | INFO ] 🧩 Model added (4/5) from ['node_13']
[ 2025-12-19 00:24:59 | node_4 | INFO ] 📤 Sending model to 4 direct neighbors: ['node_3', 'node_5', 'node_2', 'node_6']
[ 2025-12-19 00:24:59 | node | INFO ] 🧩 Model added (4/5) from ['node_13']
[ 2025-12-19 00:24:59 | node_3 | INFO ] 🧩 Model added (5/5) from ['node_4']
[ 2025-12-19 00:24:59 | node_3 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:24:59 | node_5 | INFO ] 🧩 Model added (5/5) from ['node_4']
[ 2025-12-19 00:24:59 | node_5 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:24:59 | node_2 | INFO ] 🧩 Model added (4/5) from ['node_4']
[ 2025-12-19 00:24:59 | node_3 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:24:59 | node_14 | INFO ] 📤 Sending model to 4 direct neighbors: ['node_13', 'node', 'node_12', 'node_1']
[ 2025-12-19 00:24:59 | node_5 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:24:59 | node_6 | INFO ] 🧩 Model added (5/5) from ['node_4']
[ 2025-12-19 00:24:59 | node_6 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:24:59 | node_13 | INFO ] 🧩 Model added (4/5) from ['node_14']
[ 2025-12-19 00:24:59 | node_4 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:24:59 | node | INFO ] 🧩 Model added (5/5) from ['node_14']
[ 2025-12-19 00:24:59 | node_6 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:24:59 | node_12 | INFO ] 🧩 Model added (4/5) from ['node_14']
[ 2025-12-19 00:24:59 | node_1 | INFO ] 🧩 Model added (4/5) from ['node_14']
[ 2025-12-19 00:24:59 | node_4 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:24:59 | node_10 | INFO ] 📤 Sending model to 4 direct neighbors: ['node_9', 'node_11', 'node_8', 'node_12']
[ 2025-12-19 00:24:59 | node_9 | INFO ] 🧩 Model added (5/5) from ['node_10']
[ 2025-12-19 00:24:59 | node_9 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:24:59 | node_11 | INFO ] 🧩 Model added (5/5) from ['node_10']
[ 2025-12-19 00:24:59 | node_11 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:24:59 | node_9 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:25:00 | node_8 | INFO ] 🧩 Model added (5/5) from ['node_10']
[ 2025-12-19 00:25:00 | node_8 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:25:00 | node_12 | INFO ] 🧩 Model added (5/5) from ['node_10']
[ 2025-12-19 00:25:00 | node_12 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:25:00 | node_11 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:25:00 | node_10 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:25:00 | node_8 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:25:00 | node_12 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:25:00 | node_10 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:25:00 | node_10 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:00 | node_10 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:00 | node_10 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:00 | node_7 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:00 | node_7 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:00 | node_7 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:00 | node_5 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:00 | node_5 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:00 | node_5 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:00 | node_6 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:00 | node | INFO ] 📤 Sending model to 4 direct neighbors: ['node_1', 'node_14', 'node_2', 'node_13']
[ 2025-12-19 00:25:00 | node_6 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:00 | node_6 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:00 | node_1 | INFO ] 🧩 Model added (5/5) from ['node']
[ 2025-12-19 00:25:00 | node_1 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:25:00 | node_14 | INFO ] 🧩 Model added (5/5) from ['node']
[ 2025-12-19 00:25:00 | node_14 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:25:00 | node_1 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:25:01 | node_2 | INFO ] 🧩 Model added (5/5) from ['node']
[ 2025-12-19 00:25:01 | node_2 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:25:01 | node_9 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:01 | node_14 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:25:01 | node_9 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:01 | node_9 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:01 | node_13 | INFO ] 🧩 Model added (5/5) from ['node']
[ 2025-12-19 00:25:01 | node_13 | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:25:01 | node_2 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:25:01 | node | INFO ] 🧠 Aggregating models.
[ 2025-12-19 00:25:01 | node_8 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:01 | node_8 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:01 | node_8 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:01 | node_13 | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:25:01 | node | INFO ] 🗣️ Gossiping aggregated model.
[ 2025-12-19 00:25:01 | node_12 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:01 | node | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:01 | node_12 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:01 | node | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:01 | node_12 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:01 | node | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:01 | node_3 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:01 | node_3 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:01 | node_3 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:01 | node_4 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:01 | node_4 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:01 | node_4 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:02 | node_1 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:02 | node_1 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:02 | node_1 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:02 | node_14 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:02 | node_14 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:02 | node_14 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:02 | node_2 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:02 | node_2 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:02 | node_11 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:02 | node_2 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:02 | node_11 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:02 | node_11 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:02 | node_13 | INFO ] 🤫 Gossip finished.
[ 2025-12-19 00:25:02 | node_13 | INFO ] 🎉 Round 42 of 50 finished.
[ 2025-12-19 00:25:02 | node_13 | INFO ] 🗳️ Sending train set vote.
[ 2025-12-19 00:25:03 | node_13 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:03 | node_13 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:03 | node_13 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:03 | node_12 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:03 | node_12 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:03 | node_12 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:03 | node | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:03 | node | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:03 | node | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:03 | node_11 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:03 | node_11 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:03 | node_11 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:04 | node_6 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:04 | node_6 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:04 | node_6 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:04 | node_13 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 2.824969530105591, 'test_acc\n': 0.8864734172821045, 'test_precision\n': 0.45087525248527527, 'test_recall\n': 0.437284916639328, 'test_f1\n': 0.4409502446651459}
[ 2025-12-19 00:25:04 | node_13 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:04 | node_13 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:04 | node_7 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:04 | node_7 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:04 | node_7 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:04 | node_8 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:04 | node_8 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:04 | node_8 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:04 | node_4 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:04 | node_4 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:04 | node_4 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:04 | node_12 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 14.310521125793457, 'test_acc\n': 0.2718978226184845, 'test_precision\n': 0.17850108444690704, 'test_recall\n': 0.16502706706523895, 'test_f1\n': 0.13672877848148346}
[ 2025-12-19 00:25:04 | node_12 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:04 | node | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.227612495422363, 'test_acc\n': 0.7941176295280457, 'test_precision\n': 0.31248632073402405, 'test_recall\n': 0.2881982624530792, 'test_f1\n': 0.27997061610221863}
[ 2025-12-19 00:25:04 | node | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:04 | node_12 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:04 | node | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:04 | node_5 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:04 | node_5 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:04 | node_11 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 9.75031852722168, 'test_acc\n': 0.7065972089767456, 'test_precision\n': 0.37428486347198486, 'test_recall\n': 0.3140309751033783, 'test_f1\n': 0.3330684006214142}
[ 2025-12-19 00:25:04 | node_14 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:04 | node_11 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:04 | node_14 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:04 | node_5 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:04 | node_14 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:04 | node_1 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:04 | node_1 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:04 | node_1 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:04 | node_11 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:04 | node_2 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:04 | node_2 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:04 | node_2 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:04 | node_9 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:04 | node_9 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:04 | node_9 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:04 | node_10 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:04 | node_6 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 0.8456462025642395, 'test_acc\n': 0.8687335252761841, 'test_precision\n': 0.3114764094352722, 'test_recall\n': 0.28533902764320374, 'test_f1\n': 0.2945616543292999}
[ 2025-12-19 00:25:04 | node_10 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:04 | node_6 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:04 | node_10 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:05 | node_6 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:05 | node_7 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 3.9914169311523438, 'test_acc\n': 0.7924107313156128, 'test_precision\n': 0.4650956988334656, 'test_recall\n': 0.46599358320236206, 'test_f1\n': 0.45237424969673157}
[ 2025-12-19 00:25:05 | node_7 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:05 | node_7 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:05 | node_8 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.251808166503906, 'test_acc\n': 0.7102803587913513, 'test_precision\n': 0.2786931097507477, 'test_recall\n': 0.26321372389793396, 'test_f1\n': 0.2541201114654541}
[ 2025-12-19 00:25:05 | node_8 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:05 | node_13 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:05 | node_8 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:05 | node_13 | INFO ] 🧩 Model added (1/5) from ['node_13']
[ 2025-12-19 00:25:05 | node_3 | INFO ] 🔢 Computed 15 votes.
[ 2025-12-19 00:25:05 | node_3 | INFO ] 🚂 Train set of 15 nodes: ['node_9', 'node_10', 'node_7', 'node_14', 'node_2', 'node_5', 'node_1', 'node_11', 'node_4', 'node_3', 'node_8', 'node_6', 'node_13', 'node_12', 'node']
[ 2025-12-19 00:25:05 | node_3 | INFO ] 🔬 Evaluating...
[ 2025-12-19 00:25:05 | node_12 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:05 | node_12 | INFO ] 🧩 Model added (1/5) from ['node_12']
[ 2025-12-19 00:25:05 | node_4 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 1.8178927898406982, 'test_acc\n': 0.8113948702812195, 'test_precision\n': 0.33224648237228394, 'test_recall\n': 0.302287757396698, 'test_f1\n': 0.3122285306453705}
[ 2025-12-19 00:25:05 | node_4 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:05 | node_4 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:05 | node_5 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.754014015197754, 'test_acc\n': 0.5978835821151733, 'test_precision\n': 0.39395081996917725, 'test_recall\n': 0.2705586552619934, 'test_f1\n': 0.26982590556144714}
[ 2025-12-19 00:25:05 | node_5 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:06 | node_5 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:06 | node_14 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 7.463350772857666, 'test_acc\n': 0.8383838534355164, 'test_precision\n': 0.434146523475647, 'test_recall\n': 0.48064178228378296, 'test_f1\n': 0.4378182291984558}
[ 2025-12-19 00:25:06 | node_14 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:06 | node_14 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:06 | node_1 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.944873809814453, 'test_acc\n': 0.7806925773620605, 'test_precision\n': 0.2830115258693695, 'test_recall\n': 0.26979148387908936, 'test_f1\n': 0.2757663428783417}
[ 2025-12-19 00:25:06 | node_1 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:06 | node_1 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:06 | node_11 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:06 | node_11 | INFO ] 🧩 Model added (1/5) from ['node_11']
[ 2025-12-19 00:25:06 | node_2 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 0.7666996121406555, 'test_acc\n': 0.8096256852149963, 'test_precision\n': 0.3294728100299835, 'test_recall\n': 0.25804901123046875, 'test_f1\n': 0.2810007929801941}
[ 2025-12-19 00:25:06 | node_2 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:06 | node_9 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 1.7737945318222046, 'test_acc\n': 0.8399999737739563, 'test_precision\n': 0.5431529879570007, 'test_recall\n': 0.5340374708175659, 'test_f1\n': 0.5365716218948364}
[ 2025-12-19 00:25:06 | node_9 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:06 | node_2 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:06 | node_9 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:07 | node | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:07 | node | INFO ] 🧩 Model added (1/5) from ['node']
[ 2025-12-19 00:25:07 | node_6 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:07 | node_6 | INFO ] 🧩 Model added (1/5) from ['node_6']
[ 2025-12-19 00:25:07 | node_10 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 4.738739490509033, 'test_acc\n': 0.6491885185241699, 'test_precision\n': 0.3215647041797638, 'test_recall\n': 0.3100666105747223, 'test_f1\n': 0.3118753433227539}
[ 2025-12-19 00:25:07 | node_10 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:07 | node_10 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:07 | node_7 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:07 | node_7 | INFO ] 🧩 Model added (1/5) from ['node_7']
[ 2025-12-19 00:25:07 | node_3 | INFO ] 📈 Evaluated. Results: {'\ntest_loss': 1.9277853965759277, 'test_acc\n': 0.8303030133247375, 'test_precision\n': 0.5548697113990784, 'test_recall\n': 0.5445780158042908, 'test_f1\n': 0.5329959988594055}
[ 2025-12-19 00:25:07 | node_3 | INFO ] 📢 Broadcasting metrics.
[ 2025-12-19 00:25:07 | node_3 | INFO ] 🏋️‍♀️ Training...
[ 2025-12-19 00:25:08 | node_4 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:08 | node_4 | INFO ] 🧩 Model added (1/5) from ['node_4']
[ 2025-12-19 00:25:08 | node_5 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:08 | node_5 | INFO ] 🧩 Model added (1/5) from ['node_5']
[ 2025-12-19 00:25:08 | node_8 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:08 | node_8 | INFO ] 🧩 Model added (1/5) from ['node_8']
[ 2025-12-19 00:25:08 | node_14 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:08 | node_14 | INFO ] 🧩 Model added (1/5) from ['node_14']
[ 2025-12-19 00:25:08 | node_2 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:08 | node_2 | INFO ] 🧩 Model added (1/5) from ['node_2']
[ 2025-12-19 00:25:09 | node_9 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:09 | node_9 | INFO ] 🧩 Model added (1/5) from ['node_9']
[ 2025-12-19 00:25:09 | node_1 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:09 | node_1 | INFO ] 🧩 Model added (1/5) from ['node_1']
[ 2025-12-19 00:25:09 | node_3 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:09 | node_3 | INFO ] 🧩 Model added (1/5) from ['node_3']
[ 2025-12-19 00:25:09 | node_10 | INFO ] 🎓 Training done.
[ 2025-12-19 00:25:09 | node_10 | INFO ] 🧩 Model added (1/5) from ['node_10']
[ 2025-12-19 00:25:10 | node_13 | INFO ] 📤 Sending model to 4 direct neighbors: ['node_12', 'node_14', 'node_11', 'node']
[ 2025-12-19 00:25:10 | node_12 | INFO ] 🧩 Model added (2/5) from ['node_13']
[ 2025-12-19 00:25:10 | node_14 | INFO ] 🧩 Model added (2/5) from ['node_13']
[ 2025-12-19 00:25:10 | node_11 | INFO ] 🧩 Model added (2/5) from ['node_13']
[ 2025-12-19 00:25:10 | node | INFO ] 🧩 Model added (2/5) from ['node_13']
[ 2025-12-19 00:25:10 | node_12 | INFO ] 📤 Sending model to 4 direct neighbors: ['node_11', 'node_13', 'node_10', 'node_14']
[ 2025-12-19 00:25:10 | node_11 | INFO ] 🧩 Model added (3/5) from ['node_12']
[ 2025-12-19 00:25:10 | node_13 | INFO ] 🧩 Model added (2/5) from ['node_12']
[ 2025-12-19 00:25:10 | node_10 | INFO ] 🧩 Model added (2/5) from ['node_12']
